month_year,P1,P3,P4,P5,P6,P8,P9,P11,P12,P13,P14,P16,P20,P36,Sales_EUR,P1%Change,P3%Change,P4%Change,P5%Change,P6%Change,P8%Change,P9%Change,P11%Change,P12%Change,P13%Change,P14%Change,P16%Change,P20%Change,P36%Change,Sales_EUR%Change,Consumer Price
2020-09,38879360.2,15912683.17,645058.0,14160091.05,316929.21,1337657.62,2893.35,3891447.7600000002,168634.8,15314.86,2219.8,209186.6,2047.7,44867.100000000006,75588391.21999998,0.03727846512216426,0.39910131980199015,2.7296886123012922,0.23521062862880715,-0.6258624984058714,0.45887597488328624,-0.7079548207364341,1.55750442367453,0.02758302144560698,-0.4038507351601657,-0.6791918374425527,0.36465108098770527,-0.2382068452380952,2.6248128701696674,0.17825536446281065,99.7
2020-10,41453854.5,10003848.44,332603.83999999997,4647204.31,313535.91000000003,153873.52,39510.75,973837.23,5395.0,9524.88,13799.0,145276.08000000002,7355.75,22372.49,58121991.7,0.0662175068405575,-0.3713286230156244,-0.4843814974777463,-0.6718097155173307,-0.010706807365594262,-0.8849679337228311,12.65571050858002,-0.7497493760522691,-0.9680077896140061,-0.378062874880998,5.216325795116677,-0.3055191871754691,2.5922010060067393,-0.5013609081041566,-0.23107251309482213,99.9
2020-11,37643611.57,15021617.790000001,413558.14,10164873.57,335130.74,904436.89,-4358.099999999999,488891.95999999996,445648.06000000006,20663.64,1750.0,160941.78,2979.54,4126.99,65603872.57000001,-0.09191528691258377,0.5015839034442631,0.24339556632899995,1.1873093782700508,0.06887514096870095,4.8777942429600625,-1.1103016267724606,-0.4979736398042618,81.60390361445783,1.1694383551288836,-0.8731792158852091,0.10783399441945285,-0.5949372939537096,-0.815532826252241,0.1287271934626426,99.7
2020-12,34816959.18,9755535.99,303249.58999999997,8845742.299999999,332556.98,1061969.46,8606.5,1096370.71,271024.19,31216.71,11772.45,260089.25,8485.6,12105.42,56815684.330000006,-0.07508982991028135,-0.35056688790908186,-0.2667304529418767,-0.12977350489564443,-0.007679868459694261,0.17417751502816303,-2.974828480301049,1.2425623649036899,-0.39184254498942517,0.5107072132499404,5.727114285714286,0.6160455662911146,1.8479563959537382,1.9332322104003161,-0.13395837617090234,99.8
2021-01,27180432.94,3804319.7399999998,165265.96999999997,1405295.36,27472.940000000002,305820.25999999995,625.5,18200.0,92754.01,10118.36,3028.0,40360.08,2061.233157894737,3950.1,33057643.259999998,-0.21933352078565982,-0.610034779852214,-0.455016674548513,-0.8411331336206798,-0.9173887734968005,-0.7120253721797236,-0.9273223726253413,-0.9833997754281487,-0.6577648290361093,-0.6758671877978173,-0.742789308937392,-0.8448221908441045,0.0,-0.6736916191259783,-0.4181599033817359,101
2021-02,34630522.81,16136114.379999999,807758.79,16650952.72,515644.63,1615468.03,10022.4,1978335.55,287890.61,16729.8,2966.82,117004.3,1387.0,10454.4,72781252.24,0.27409754239183215,3.2415242363408705,3.887629256041036,10.84872105462584,17.769182693952665,4.282410099317816,15.023021582733811,107.6997554945055,2.103807695214471,0.6534102364414784,-0.020204755614266823,1.8990106065201058,-0.8365466201565004,1.6466165413533833,1.201646731667223,101.6
2021-03,33476138.64,14128552.8,451955.41000000003,11102204.58,625100.14,899610.15,28108.88,1660211.1600000001,282688.33999999997,63092.75,15818.779999999999,309564.27,1076.6,11436.0,63055558.50000001,-0.03333429807957333,-0.12441418873978005,-0.4404822137559159,-0.33323907846637624,0.21226927157178,-0.4431272341551693,1.8046056832694766,-0.16080406076714326,-0.01807030107720431,2.7712793936568283,4.331897452491219,1.6457512245276456,-0.22379235760634475,0.09389348025711675,-0.13362910695640418,102.1
2021-04,41257397.9,13461271.93,295958.92,7085482.52,592478.95,1070486.79,16713.96,1206734.3399999999,385267.16000000003,38125.2,5629.0,125710.70999999999,8414.0,253519.03999999998,65803190.419999994,0.23244195944099477,-0.047229244172835694,-0.3451590279669404,-0.36179499585477826,-0.05218554262361874,0.18994521126734742,-0.4053850598102806,-0.273144061987874,0.36286894606264997,-0.3957277183194583,-0.6441571347474331,-0.5939107895106888,6.815344603381015,21.168506470793982,0.04357477731324799,102.4
2021-05,37760015.28,10298079.41,573707.27,8767595.73,566508.34,813607.01,8026.0,1994228.4,379881.93,4130.0,2183.85,218701.06,419.21,12775.490000000002,61399858.980000004,-0.08476983033387075,-0.2349846683470126,0.9384692645857744,0.23740277465253,-0.04383381046702162,-0.23996538995123895,-0.5198026081192009,0.6525827880227559,-0.013977910808697147,-0.8916726994219046,-0.6120358855924676,0.7397170058143814,-0.9501770858093653,-0.9496073746571461,-0.06691668613474488,102.6
2021-06,35801398.47,13650393.45,829442.33,11687229.03,490262.94,1091239.79,7240.84,991872.24,326883.32,6015.04,8266.9,186607.11000000002,1766.6,24733.07,65103351.13,-0.05187012758009679,0.32552808213390927,0.4457587926330442,0.3330027284458288,-0.1345883098561267,0.3412369566481488,-0.0978270620483429,-0.5026285655143613,-0.13951337458983637,0.45642615012106535,2.7854706138242094,-0.1467480313081243,3.2141170296510104,0.9359781894862738,0.06031760026039068,102.9
2021-07,37130004.21,13288195.239999998,434669.61,8321886.38,499338.64,1207554.52,11295.75,2253079.74,363685.44,8419.83,76161.44,103935.84,842.9300000000001,17159.27,63716228.84,0.03711044251842055,-0.02653390258139421,-0.4759495696343349,-0.28795043216501415,0.01851190302085648,0.10658952419614387,0.5600054689787373,1.271542290567584,0.11258488196950522,0.39979617758152886,8.212817380154593,-0.4430231516902009,-0.522851805728518,-0.3062215891516904,-0.021306465272888264,103.4
2021-08,36310817.42,12385755.66,255407.75,19524640.52,529725.46,1093379.99,432.0,2715460.08,143436.63,10814.57,12662.104102564103,323548.03,377.22,9233.4,73303028.72999999,-0.022062663536659977,-0.06791287783637334,-0.41240946198194073,1.3461796554833523,0.06085413297877351,-0.09455020714095796,-0.9617555275214129,0.20522147165550386,-0.6056024953872226,0.2844166687450933,0.0,2.1129592063719316,-0.5524895305660019,-0.46190018573051184,0.1504608804465457,103.5
2021-09,36278886.58,15874712.26,323380.87,15629190.799999999,947905.3899999999,2036355.01,9259.2,3795389.85,423432.68,28682.589999999997,-561.2500000000005,186586.24,2061.233157894737,26729.61,75559949.83,-0.0008793754112077501,0.28169105670860617,0.2661356987013903,-0.1995145424577579,0.7894276593766136,0.8624403488488939,20.433333333333334,0.3976967947177481,1.9520540185585786,1.652217332727977,-1.007369214657706,-0.42331208136238696,0.0,1.8948827084280984,0.030788920172903245,103.8
2021-10,44483013.86000001,13797043.98,344985.73,11472426.01,196463.81,356322.55,937.04,173771.79,217388.43,30506.15,16534.2,141037.06,151.49,674.0,71231256.10000001,0.22614054766837355,-0.13087911427756482,0.06680933228981667,-0.26596161267671004,-0.7927390095334303,-0.825019435093491,-0.8987990323138069,-0.9542150353803576,-0.48660450582132675,0.06357724319874891,-30.459599109131382,-0.24411864454742216,-0.5984041143099518,-0.9747845179933414,-0.05728820280769087,104.3
2021-11,34187395.6,18686819.85,290506.87,9606371.14,386462.95999999996,1140720.52,14035.58,1832753.73,428753.94000000006,8136.92,5951.849999999999,230129.08000000002,928.8,5139.4800000000005,66824106.31999999,-0.23145055531540826,0.35440750041009883,-0.1579162709135824,-0.16265564653661246,0.9670949066904484,2.2013705559751973,13.978634850166483,9.54690021895959,0.9722942016739349,-0.7332695210637855,-0.6400279420836812,0.6316922658484232,5.13109776222853,6.625341246290802,-0.06187101030217568,104.5
2021-12,33950069.83,12376414.580000002,199188.75,8656479.64,190074.96,2655036.7800000003,14935.2,2645689.71,322647.82,24868.86,17427.6,271111.39,156.0,48933.5,61373034.62,-0.006941908438325206,-0.3376928402293127,-0.3143406556960253,-0.098881407573849,-0.508167716771615,1.327508564499217,0.06409567684413475,0.4435598556932141,-0.24747555672607935,2.0562989435806176,1.9280979863403815,0.1780840126767116,-0.8320413436692506,8.521099410835337,-0.08157343210691814,104.7
2022-01,37942942.06,13754291.32,283630.81,7731408.33,157670.31,1208090.29,2064.7,1054580.98,147680.18,37972.81,2820.0,91021.89,2061.233157894737,6014.39,62420188.07000001,0.11761013305697832,0.11133084877639887,0.4239298655170034,-0.10686460876375381,-0.17048352923499233,-0.5449817120800866,-0.861756119770743,-0.6013965749596539,-0.5422867571211236,0.5269220221594395,-0.8381877022653721,-0.6642638658597118,0.0,-0.8770905412447505,0.01706210971126998,105.2
2022-02,36293076.33,15665217.47,245306.13,7675455.55,391088.3,1239171.41,901.5,964672.3200000001,312165.52,33449.25,4410.0,45696.76,589.5,29869.5,62901069.54,-0.043482809724955884,0.1389330868120655,-0.13512170980296534,-0.00723707474909685,1.4804181586247913,0.025727481014684583,-0.5633748244296992,-0.08525533999295143,1.1137942816700255,-0.11912629062742519,0.5638297872340425,-0.49795856798842564,2.7788461538461537,3.9663390634794213,0.007703941382885882,106
2022-03,40220407.03,14320304.55,406399.83,14739187.18,316132.20999999996,1873520.38,4452.6,2284958.4000000004,343523.42,12149.4,46100.24,98729.91,2885.08,2564.85,74671315.08,0.10821156807679189,-0.08585344714017562,0.6567047468402034,0.9203012881756576,-0.19166027211757553,0.511913819896797,3.9391014975041605,1.3686368444779262,0.10045279824626352,-0.6367810937464966,9.453569160997732,1.1605450802201296,3.894113655640373,-0.9141314719027771,0.18712313838344308,108.1
2022-04,41053203.120000005,11999374.51,302057.04,8884607.530000001,333705.61,1336220.96,3285.0,1126268.66,178141.0,17020.04,1846.2,134071.24,6280.629999999999,17029.47,65393111.010000005,0.020705809600057634,-0.1620726732379446,-0.2567490985416998,-0.39721183933020643,0.05558876775004995,-0.28678600229584905,-0.26222881013340527,-0.5070944573870579,-0.4814298250756819,0.400895517474114,-0.9599524861475776,0.3579597104869232,1.1769344350936541,5.639557868881222,-0.12425392615704811,108.8
